XID,Project Name,Configuration,List Item,Price
430082,Euphoria In The East,"1 BHK Apartment
45.89 L - 46.57 L",548 SQ.FT,₹ 46.57 L
430082,Euphoria In The East,"2 BHK Apartment
77.43 L - 92.81 L",911 SQ.FT,₹ 77.43 L
430082,Euphoria In The East,"2 BHK Apartment
77.43 L - 92.81 L",914 SQ.FT,₹ 77.68 L
430082,Euphoria In The East,"2 BHK Apartment
77.43 L - 92.81 L",994 SQ.FT,₹ 84.48 L
430082,Euphoria In The East,"2 BHK Apartment
77.43 L - 92.81 L",998 SQ.FT,₹ 84.82 L
430082,Euphoria In The East,"2 BHK Apartment
77.43 L - 92.81 L",1083 SQ.FT,₹ 92.04 L
430082,Euphoria In The East,"2 BHK Apartment
77.43 L - 92.81 L",1092 SQ.FT,₹ 92.81 L
430082,Euphoria In The East,"3 BHK Apartment
1.01 Cr - 1.34 Cr",1191 SQ.FT,₹ 1.01 Cr
430082,Euphoria In The East,"3 BHK Apartment
1.01 Cr - 1.34 Cr",1248 SQ.FT,₹ 1.06 Cr
430082,Euphoria In The East,"3 BHK Apartment
1.01 Cr - 1.34 Cr",1384 SQ.FT,₹ 1.18 Cr
430082,Euphoria In The East,"3 BHK Apartment
1.01 Cr - 1.34 Cr",1408 SQ.FT,₹ 1.2 Cr
430082,Euphoria In The East,"3 BHK Apartment
1.01 Cr - 1.34 Cr",1496 SQ.FT,₹ 1.27 Cr
430082,Euphoria In The East,"3 BHK Apartment
1.01 Cr - 1.34 Cr",1532 SQ.FT,₹ 1.3 Cr
430082,Euphoria In The East,"3 BHK Apartment
1.01 Cr - 1.34 Cr",1572 SQ.FT,₹ 1.34 Cr
432183,The Lake Terraces,"2 BHK Apartment
1.1 Cr",1188 SQ.FT,"₹ 1.1 Cr
i"
432183,The Lake Terraces,"3 BHK Apartment
1.52 Cr",1546 SQ.FT,"₹ 1.52 Cr
i"
432183,The Lake Terraces,"4 BHK Duplex
2.16 Cr",2363 SQ.FT,"₹ 2.16 Cr
i"
436841,Navanaami Courtyard Of Life,"3 BHK Apartment
1.07 Cr - 1.37 Cr",1381 SQ.FT,₹ 1.07 Cr
436841,Navanaami Courtyard Of Life,"3 BHK Apartment
1.07 Cr - 1.37 Cr",1417 SQ.FT,₹ 1.1 Cr
436841,Navanaami Courtyard Of Life,"3 BHK Apartment
1.07 Cr - 1.37 Cr",1663 SQ.FT,₹ 1.29 Cr
436841,Navanaami Courtyard Of Life,"3 BHK Apartment
1.07 Cr - 1.37 Cr",1700 SQ.FT,₹ 1.32 Cr
436841,Navanaami Courtyard Of Life,"3 BHK Apartment
1.07 Cr - 1.37 Cr",1713 SQ.FT,₹ 1.33 Cr
436841,Navanaami Courtyard Of Life,"3 BHK Apartment
1.07 Cr - 1.37 Cr",1731 SQ.FT,₹ 1.35 Cr
436841,Navanaami Courtyard Of Life,"3 BHK Apartment
1.07 Cr - 1.37 Cr",1759 SQ.FT,₹ 1.37 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",878.34 SQ.FT,₹ 1.85 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",894.37 SQ.FT,₹ 1.88 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1196.41 SQ.FT,₹ 2.52 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1197.49 SQ.FT,₹ 2.52 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1248.51 SQ.FT,₹ 2.63 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1254.43 SQ.FT,₹ 2.64 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",878.34 SQ.FT,₹ 2.0 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",894.37 SQ.FT,₹ 2.04 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1001.37 SQ.FT,₹ 2.28 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1010.41 SQ.FT,₹ 2.3 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1201.47 SQ.FT,₹ 2.74 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1202.44 SQ.FT,₹ 2.74 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1252.49 SQ.FT,₹ 2.85 Cr
2274,County,"2 BHK Apartment
1.85 Cr - 2.86 Cr",1255.5 SQ.FT,₹ 2.86 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1043.35 SQ.FT,₹ 2.19 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1338.49 SQ.FT,₹ 2.82 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1402.54 SQ.FT,₹ 2.95 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1043.35 SQ.FT,₹ 2.38 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1177.46 SQ.FT,₹ 2.68 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1178.43 SQ.FT,₹ 2.68 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1182.42 SQ.FT,₹ 2.69 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1342.47 SQ.FT,₹ 3.06 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1343.44 SQ.FT,₹ 3.06 Cr
2274,County,"3 BHK Apartment
2.19 Cr - 3.07 Cr",1346.46 SQ.FT,₹ 3.07 Cr
2274,County,"4 BHK Apartment
3.32 Cr - 4.45 Cr",1577.56 SQ.FT,₹ 3.32 Cr
2274_phase_1,ABA Cleo Gold,"4 BHK Apartment
4.45 Cr",2645 SQ.FT,₹ 4.45 Cr
2274_phase_2,ABA Cleo County Phase 1,"2 BHK Apartment
1.85 Cr - 2.64 Cr",878.34 SQ.FT,₹ 1.85 Cr
2274_phase_2,ABA Cleo County Phase 1,"2 BHK Apartment
1.85 Cr - 2.64 Cr",894.37 SQ.FT,₹ 1.88 Cr
2274_phase_2,ABA Cleo County Phase 1,"2 BHK Apartment
1.85 Cr - 2.64 Cr",1196.41 SQ.FT,₹ 2.52 Cr
2274_phase_2,ABA Cleo County Phase 1,"2 BHK Apartment
1.85 Cr - 2.64 Cr",1197.49 SQ.FT,₹ 2.52 Cr
2274_phase_2,ABA Cleo County Phase 1,"2 BHK Apartment
1.85 Cr - 2.64 Cr",1248.51 SQ.FT,₹ 2.63 Cr
2274_phase_2,ABA Cleo County Phase 1,"2 BHK Apartment
1.85 Cr - 2.64 Cr",1254.43 SQ.FT,₹ 2.64 Cr
2274_phase_2,ABA Cleo County Phase 1,"3 BHK Apartment
2.19 Cr - 2.95 Cr",1043.35 SQ.FT,₹ 2.19 Cr
2274_phase_2,ABA Cleo County Phase 1,"3 BHK Apartment
2.19 Cr - 2.95 Cr",1338.49 SQ.FT,₹ 2.82 Cr
2274_phase_2,ABA Cleo County Phase 1,"3 BHK Apartment
2.19 Cr - 2.95 Cr",1402.54 SQ.FT,₹ 2.95 Cr
2274_phase_2,ABA Cleo County Phase 1,"4 BHK Apartment
3.32 Cr",1577.56 SQ.FT,₹ 3.32 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",878.34 SQ.FT,₹ 2.0 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",894.37 SQ.FT,₹ 2.04 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",1001.37 SQ.FT,₹ 2.28 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",1010.41 SQ.FT,₹ 2.3 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",1201.47 SQ.FT,₹ 2.74 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",1202.44 SQ.FT,₹ 2.74 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",1252.49 SQ.FT,₹ 2.85 Cr
2274_phase_3,ABA Cleo County Phase 2,"2 BHK Apartment
2 Cr - 2.86 Cr",1255.5 SQ.FT,₹ 2.86 Cr
2274_phase_3,ABA Cleo County Phase 2,"3 BHK Apartment
2.38 Cr - 3.07 Cr",1043.35 SQ.FT,₹ 2.38 Cr
2274_phase_3,ABA Cleo County Phase 2,"3 BHK Apartment
2.38 Cr - 3.07 Cr",1177.46 SQ.FT,₹ 2.68 Cr
2274_phase_3,ABA Cleo County Phase 2,"3 BHK Apartment
2.38 Cr - 3.07 Cr",1178.43 SQ.FT,₹ 2.68 Cr
2274_phase_3,ABA Cleo County Phase 2,"3 BHK Apartment
2.38 Cr - 3.07 Cr",1182.42 SQ.FT,₹ 2.69 Cr
2274_phase_3,ABA Cleo County Phase 2,"3 BHK Apartment
2.38 Cr - 3.07 Cr",1342.47 SQ.FT,₹ 3.06 Cr
2274_phase_3,ABA Cleo County Phase 2,"3 BHK Apartment
2.38 Cr - 3.07 Cr",1343.44 SQ.FT,₹ 3.06 Cr
2274_phase_3,ABA Cleo County Phase 2,"3 BHK Apartment
2.38 Cr - 3.07 Cr",1346.46 SQ.FT,₹ 3.07 Cr
272201,Sattva Opus,"2 BHK Apartment
1.11 Cr",1239 SQ.FT,"₹ 1.11 Cr
i"
272201,Sattva Opus,"3 BHK Apartment
1.28 Cr - 1.4 Cr",1441 SQ.FT,"₹ 1.28 Cr
i"
272201,Sattva Opus,"3 BHK Apartment
1.28 Cr - 1.4 Cr",1586 SQ.FT,"₹ 1.4 Cr
i"
398547,Raghuvir Sheron,2 BHK Apartment,735.28 SQ.FT,Price on Request
398547,Raghuvir Sheron,3 BHK Apartment,1092.97 SQ.FT,Price on Request
398547,Raghuvir Sheron,4 BHK Apartment,1470.66 SQ.FT,Price on Request
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2364.29 SQ.FT,₹ 10.23 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2368 SQ.FT,₹ 10.23 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2379 SQ.FT,₹ 10.28 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2389 SQ.FT,₹ 10.32 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2380.76 SQ.FT,₹ 10.35 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2840.27 SQ.FT,₹ 11.82 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2824.34 SQ.FT,₹ 11.82 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2820 SQ.FT,₹ 12.18 Cr
410958,Max Estate 128 I,"4 BHK Apartment
10.23 Cr - 12.28 Cr",2842 SQ.FT,₹ 12.28 Cr
410958,Max Estate 128 I,"5 BHK Apartment
25.53 Cr",4613 SQ.FT,₹ 25.53 Cr
416283,Bharat Altavistas,"3 BHK Apartment
5.66 Cr - 5.76 Cr",1285.85 SQ.FT,₹ 5.66 Cr
416283,Bharat Altavistas,"3 BHK Apartment
5.66 Cr - 5.76 Cr",1308.36 SQ.FT,₹ 5.76 Cr
416283,Bharat Altavistas,"4.5 BHK Apartment
11.36 Cr - 11.6 Cr",2581.31 SQ.FT,₹ 11.36 Cr
416283,Bharat Altavistas,"4.5 BHK Apartment
11.36 Cr - 11.6 Cr",2636.96 SQ.FT,₹ 11.6 Cr
4904_phase_1,Adani Oyster Grande Tower H,3 BHK Apartment,1689 SQ.FT,₹ 2.24 Cr
4904_phase_1,Adani Oyster Grande Tower H,3 BHK Apartment,1699 SQ.FT,₹ 2.25 Cr
4904_phase_1,Adani Oyster Grande Tower H,3 BHK Apartment,1889 SQ.FT,₹ 2.5 Cr
4904_phase_1,Adani Oyster Grande Tower H,3 BHK Apartment,1898 SQ.FT,₹ 2.51 Cr
4904_phase_1,Adani Oyster Grande Tower H,3 BHK Apartment,2550 SQ.FT,Price on Request
4904_phase_1,Adani Oyster Grande Tower H,3 BHK Apartment,2579 SQ.FT,₹ 3.42 Cr
4904_phase_1,Adani Oyster Grande Tower H,3 BHK Apartment,2598 SQ.FT,₹ 3.44 Cr
4904_phase_1,Adani Oyster Grande Tower H,4 BHK Apartment,3188 SQ.FT,₹ 3.67 Cr
4904_phase_1,Adani Oyster Grande Tower H,4 BHK Apartment,3198 SQ.FT,₹ 3.68 Cr
4904_phase_1,Adani Oyster Grande Tower H,4 BHK Apartment,4548 SQ.FT,Price on Request
4904_phase_1,Adani Oyster Grande Tower H,4 BHK Apartment,4750 SQ.FT,₹ 5.47 Cr
4904_phase_1,Adani Oyster Grande Tower H,"5 BHK Apartment
7.15 Cr - 9 Cr",5790 SQ.FT,₹ 7.15 Cr
4904_phase_1,Adani Oyster Grande Tower H,"5 BHK Apartment
7.15 Cr - 9 Cr",7000 SQ.FT,₹ 8.65 Cr
4904_phase_1,Adani Oyster Grande Tower H,"5 BHK Apartment
7.15 Cr - 9 Cr",7283 SQ.FT,₹ 9.0 Cr
4904_phase_1,Adani Oyster Grande Tower H,5 BHK Penthouse,5826 SQ.FT,Price on Request
348973,Peninsula Park Elite Phase III,"3 BHK Villa
1.42 Cr - 2.6 Cr",1580 SQ.FT,"₹ 1.42 Cr
i"
348973,Peninsula Park Elite Phase III,"3 BHK Villa
1.42 Cr - 2.6 Cr",2070 SQ.FT,"₹ 1.82 Cr
i"
348973,Peninsula Park Elite Phase III,"3 BHK Villa
1.42 Cr - 2.6 Cr",2400 SQ.FT,"₹ 2.08 Cr
i"
348973,Peninsula Park Elite Phase III,"3 BHK Villa
1.42 Cr - 2.6 Cr",2800 SQ.FT,"₹ 2.51 Cr
i"
348973,Peninsula Park Elite Phase III,"3 BHK Villa
1.42 Cr - 2.6 Cr",3037 SQ.FT,"₹ 2.6 Cr
i"
401790,Casagrand Southbrooke,"2 BHK Apartment
37 L",957 SQ.FT,"₹ 37.0 L
i"
401790,Casagrand Southbrooke,"2 BHK Apartment
37 L",983 SQ.FT,"₹ 37.0 L
i"
415958,JRC Sanzio,3 BHK Villa,2110 SQ.FT,Price on Request
415958,JRC Sanzio,3 BHK Villa,2139 SQ.FT,₹ 1.6 Cr
415958,JRC Sanzio,3 BHK Villa,2192 SQ.FT,₹ 1.64 Cr
415958,JRC Sanzio,3 BHK Villa,2210 SQ.FT,Price on Request
415958,JRC Sanzio,3 BHK Villa,2240 SQ.FT,Price on Request
415958,JRC Sanzio,3 BHK Villa,2319 SQ.FT,Price on Request
415958,JRC Sanzio,3 BHK Villa,2435 SQ.FT,Price on Request
415958,JRC Sanzio,3 BHK Villa,2494 SQ.FT,₹ 1.87 Cr
419768,Vaibhav Shantam Nest,4 BHK Triplex,1030 SQ.FT,Price on Request
419768,Vaibhav Shantam Nest,4 BHK Triplex,1245.6 SQ.FT,Price on Request
419768,Vaibhav Shantam Nest,4 BHK Bungalow,1062.29 SQ.FT,Price on Request
419768,Vaibhav Shantam Nest,4 BHK Bungalow,1085.43 SQ.FT,Price on Request
419768,Vaibhav Shantam Nest,4 BHK Bungalow,1180.05 SQ.FT,Price on Request
419768,Vaibhav Shantam Nest,4 BHK Bungalow,1194.15 SQ.FT,Price on Request
419768,Vaibhav Shantam Nest,4 BHK Bungalow,1224.5 SQ.FT,Price on Request
419768,Vaibhav Shantam Nest,4.5 BHK Triplex,1502.75 SQ.FT,Price on Request
433274,Signature Global Daxin Vistas,"3 BHK Apartment
1.97 Cr",1525 SQ.FT,₹ 1.97 Cr
433274,Signature Global Daxin Vistas,"3.5 BHK Apartment
2.03 Cr",1550 SQ.FT,₹ 2.03 Cr
433575,Amarprakash Royal Castle,"1.5 BHK Apartment
30.27 L - 30.91 L",470 SQ.FT,₹ 30.27 L
433575,Amarprakash Royal Castle,"1.5 BHK Apartment
30.27 L - 30.91 L",477 SQ.FT,₹ 30.72 L
433575,Amarprakash Royal Castle,"1.5 BHK Apartment
30.27 L - 30.91 L",478 SQ.FT,₹ 30.78 L
433575,Amarprakash Royal Castle,"1.5 BHK Apartment
30.27 L - 30.91 L",480 SQ.FT,₹ 30.91 L
433575,Amarprakash Royal Castle,"2 BHK Apartment
43.15 L - 45.92 L",670 SQ.FT,₹ 43.15 L
433575,Amarprakash Royal Castle,"2 BHK Apartment
43.15 L - 45.92 L",673 SQ.FT,₹ 43.34 L
433575,Amarprakash Royal Castle,"2 BHK Apartment
43.15 L - 45.92 L",676 SQ.FT,₹ 43.53 L
433575,Amarprakash Royal Castle,"2 BHK Apartment
43.15 L - 45.92 L",710 SQ.FT,₹ 45.72 L
433575,Amarprakash Royal Castle,"2 BHK Apartment
43.15 L - 45.92 L",713 SQ.FT,₹ 45.92 L
433575,Amarprakash Royal Castle,"3 BHK Apartment
52.68 L - 59.89 L",818 SQ.FT,₹ 52.68 L
433575,Amarprakash Royal Castle,"3 BHK Apartment
52.68 L - 59.89 L",923 SQ.FT,₹ 59.44 L
433575,Amarprakash Royal Castle,"3 BHK Apartment
52.68 L - 59.89 L",930 SQ.FT,₹ 59.89 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"1.5 BHK Apartment
30.27 L - 30.91 L",470 SQ.FT,₹ 30.27 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"1.5 BHK Apartment
30.27 L - 30.91 L",477 SQ.FT,₹ 30.72 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"1.5 BHK Apartment
30.27 L - 30.91 L",478 SQ.FT,₹ 30.78 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"1.5 BHK Apartment
30.27 L - 30.91 L",480 SQ.FT,₹ 30.91 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"2 BHK Apartment
43.15 L - 45.92 L",670 SQ.FT,₹ 43.15 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"2 BHK Apartment
43.15 L - 45.92 L",673 SQ.FT,₹ 43.34 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"2 BHK Apartment
43.15 L - 45.92 L",676 SQ.FT,₹ 43.53 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"2 BHK Apartment
43.15 L - 45.92 L",710 SQ.FT,₹ 45.72 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"2 BHK Apartment
43.15 L - 45.92 L",713 SQ.FT,₹ 45.92 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"3 BHK Apartment
52.68 L - 59.89 L",818 SQ.FT,₹ 52.68 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"3 BHK Apartment
52.68 L - 59.89 L",923 SQ.FT,₹ 59.44 L
433575_phase_1,Amarprakash Royal Castle Phase 2,"3 BHK Apartment
52.68 L - 59.89 L",930 SQ.FT,₹ 59.89 L
4872,Pace Anusa,2 BHK Apartment,774 SQ.FT,Price on Request
4872,Pace Anusa,2 BHK Apartment,795 SQ.FT,₹ 34.15 L
4872,Pace Anusa,2 BHK Apartment,803 SQ.FT,₹ 34.49 L
4872,Pace Anusa,2 BHK Apartment,818 SQ.FT,₹ 35.13 L
4872,Pace Anusa,2 BHK Apartment,834 SQ.FT,₹ 35.82 L
4872,Pace Anusa,2 BHK Apartment,866 SQ.FT,₹ 37.19 L
4872,Pace Anusa,2 BHK Apartment,869 SQ.FT,₹ 39.93 L
4872,Pace Anusa,2 BHK Apartment,880 SQ.FT,₹ 37.8 L
4872,Pace Anusa,2 BHK Apartment,896 SQ.FT,₹ 38.48 L
4872,Pace Anusa,2 BHK Apartment,910 SQ.FT,₹ 39.08 L
4872,Pace Anusa,2 BHK Apartment,923 SQ.FT,₹ 39.64 L
4872,Pace Anusa,2 BHK Apartment,937 SQ.FT,₹ 40.24 L
4872,Pace Anusa,2 BHK Apartment,1138 SQ.FT,₹ 48.88 L
4872,Pace Anusa,2 BHK Apartment,1166 SQ.FT,₹ 50.08 L
4872,Pace Anusa,2 BHK Apartment,1176 SQ.FT,₹ 50.51 L
4872,Pace Anusa,2 BHK Apartment,1364 SQ.FT,₹ 58.58 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1138 SQ.FT,₹ 48.88 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1155 SQ.FT,₹ 49.61 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1166 SQ.FT,₹ 53.58 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1174 SQ.FT,₹ 50.42 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1239 SQ.FT,₹ 53.22 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1246 SQ.FT,₹ 53.52 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1253 SQ.FT,₹ 53.82 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1261 SQ.FT,₹ 54.16 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1265 SQ.FT,₹ 54.33 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1297 SQ.FT,₹ 55.71 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1309 SQ.FT,₹ 56.22 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1310 SQ.FT,₹ 56.26 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1334 SQ.FT,₹ 57.3 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1343 SQ.FT,₹ 57.68 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1351 SQ.FT,₹ 58.03 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1355 SQ.FT,₹ 58.2 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1357 SQ.FT,₹ 58.28 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1406 SQ.FT,₹ 60.39 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1422 SQ.FT,₹ 61.07 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1423 SQ.FT,₹ 61.12 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1480 SQ.FT,₹ 63.57 L
4872,Pace Anusa,"3 BHK Apartment
48.88 L - 67.04 L",1561 SQ.FT,₹ 67.04 L
303,Jaypee The Kalypso Court,"1 BHK Apartment
1.29 Cr - 1.41 Cr",870 SQ.FT,₹ 1.29 Cr
303,Jaypee The Kalypso Court,"1 BHK Apartment
1.29 Cr - 1.41 Cr",945 SQ.FT,₹ 1.41 Cr
303,Jaypee The Kalypso Court,"2 BHK Apartment
2.45 Cr - 2.71 Cr",1650 SQ.FT,₹ 2.45 Cr
303,Jaypee The Kalypso Court,"2 BHK Apartment
2.45 Cr - 2.71 Cr",1790 SQ.FT,₹ 2.66 Cr
303,Jaypee The Kalypso Court,"2 BHK Apartment
2.45 Cr - 2.71 Cr",1795 SQ.FT,₹ 2.67 Cr
303,Jaypee The Kalypso Court,"2 BHK Apartment
2.45 Cr - 2.71 Cr",1805 SQ.FT,₹ 2.68 Cr
303,Jaypee The Kalypso Court,"2 BHK Apartment
2.45 Cr - 2.71 Cr",1820 SQ.FT,₹ 2.71 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2430 SQ.FT,₹ 3.61 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2440 SQ.FT,₹ 3.63 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2590 SQ.FT,₹ 3.85 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2595 SQ.FT,₹ 3.86 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2600 SQ.FT,₹ 3.87 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2605 SQ.FT,₹ 3.87 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2615 SQ.FT,₹ 3.89 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2620 SQ.FT,₹ 3.9 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2625 SQ.FT,₹ 3.9 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2640 SQ.FT,₹ 3.93 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2800 SQ.FT,₹ 4.17 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2805 SQ.FT,₹ 4.17 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2815 SQ.FT,₹ 4.19 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2825 SQ.FT,₹ 4.2 Cr
303,Jaypee The Kalypso Court,"3 BHK Apartment
3.61 Cr - 4.42 Cr",2970 SQ.FT,₹ 4.42 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",2582 SQ.FT,₹ 3.84 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3180 SQ.FT,₹ 4.73 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3200 SQ.FT,₹ 4.76 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3340 SQ.FT,₹ 4.97 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3360 SQ.FT,₹ 5.0 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3525 SQ.FT,₹ 5.24 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3535 SQ.FT,₹ 5.26 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3540 SQ.FT,₹ 5.27 Cr
303,Jaypee The Kalypso Court,"4 BHK Apartment
3.84 Cr - 5.3 Cr",3560 SQ.FT,₹ 5.3 Cr
303,Jaypee The Kalypso Court,"5 BHK Apartment
9.97 Cr",6700 SQ.FT,₹ 9.97 Cr
376145,The Poem,"2 BHK Apartment
77.79 L - 80.85 L",948.62 SQ.FT,₹ 77.79 L
376145,The Poem,"2 BHK Apartment
77.79 L - 80.85 L",986 SQ.FT,₹ 80.85 L
376145,The Poem,"2.5 BHK Apartment
84.79 L",1034 SQ.FT,₹ 84.79 L
376145,The Poem,"3 BHK Apartment
1.03 Cr",1255 SQ.FT,₹ 1.03 Cr
376373,Vertex Viraat,"2 BHK Apartment
1.07 Cr",1340 SQ.FT,₹ 1.07 Cr
376373,Vertex Viraat,"3 BHK Apartment
1.24 Cr - 1.62 Cr",1550 SQ.FT,₹ 1.24 Cr
376373,Vertex Viraat,"3 BHK Apartment
1.24 Cr - 1.62 Cr",1620 SQ.FT,₹ 1.3 Cr
